Order_Unique_ID,Payment_Unique_ID,Payment_Sequential,Payment_Type,Payment_Installments,Payment_Value,Check_Date,Card_Type,Card_Num,Transaction_Log_ID,Transaction_User_ID,Transaction_Status
652610966,389147077,1,credit_card,3,62.01,29-Nov-18,mastercard,5140-2634-8709-0730,PXkJoTzZg,AT47 6507 8280 7886 6555,Completed
560281334,472994452,1,credit_card,1,36.69,01-Dec-18,switch,6128-8431-9875-4350,mDyBQd,LV42 XQGN 2HBV OCOM JAOJ E,Void
998928773,259964700,1,credit_card,3,35,08-Dec-18,mastercard,4874-6179-3780-6820,oytNprdT,IL74 5908 7450 8376 1563 176,Cancelled
871340948,399186163,1,credit_card,8,256.37,10-Dec-18,bankcard,5320-6523-0422-1940,LRhOIgS,BE61 4935 0511 8760,Completed
406479804,820304565,1,credit_card,1,47.84,10-Dec-18,jcb,4747-2244-4728-2510,PRtZIz03,SA39 60PF LDFF OB72 UN9Q YXIF,Completed
692789941,55526600,1,credit_card,5,125.87,11-Dec-18,maestro,4736-4735-6081-1510,oL3yIO6,AE84 4987 3123 0707 4986 443,Completed
855879030,775431353,1,credit_card,1,42.39,11-Dec-18,jcb,4702-5481-1397-3430,NSWfyF0GvCN1,NO74 7973 7906 741,Void
564805837,476491082,1,credit_card,5,117.53,13-Dec-18,jcb,6143-3777-6057-6200,XIj01AWkUl,IT07 E747 6243 036D XWJR PYCQ KSL,Cancelled
610310140,615623240,1,credit_card,1,43.28,13-Dec-18,china-unionpay,5956-4971-5346-9880,Mnj7BfMgWON,BE15 7205 5709 8438,Completed
50481373,712279420,1,credit_card,4,144.54,17-Dec-18,jcb,4582-8842-1299-3760,MKj6zQT4N,KW21 PJQW 39V2 KKJB AHIZ JOJU LISV KM,Cancelled
441580572,887069041,1,boleto,1,126.48,18-Dec-18,americanexpress,6214-2971-0526-5770,Wvl2kuMmV,TR09 5325 7KL7 0K5F KGFN 0TY9 SB,Completed
256911528,868020324,1,credit_card,4,125.29,22-Dec-18,mastercard,5901-0192-2779-2580,e08eVOo,KZ95 5568 WIQS I3MD SHXU,Void
840740768,894022506,1,credit_card,2,229.74,22-Dec-18,jcb,5517-4720-6913-9070,RwzKg90LEFF,DE34 8645 4219 3872 7868 44,Void
211384486,135343026,1,credit_card,1,124.6,23-Dec-18,americanexpress,6770-5720-5874-1240,WSXxxGyw9,FR11 6644 0879 427P OTIK S1B9 773,Cancelled
920725260,850125636,1,boleto,1,143.86,23-Dec-18,jcb,5627-7776-5377-9870,bQTarDO,GE52 IA53 6946 1412 3963 73,Cancelled
787796824,42097713,1,voucher,1,56.89,23-Dec-18,china-unionpay,5112-6057-7519-5400,6wslEa9rDNgW,FR84 8841 1570 99JH IREG BLQT Y50,Cancelled
636898723,408420188,1,boleto,1,46.78,25-Dec-18,jcb,6429-7422-5271-0710,lgFPKhA0M,FR07 0874 4394 71A3 DLGT ZKWK S42,Cancelled
717350278,453064526,8,voucher,1,3.98,28-Dec-18,jcb,4639-2480-2076-4470,yWkgLUR,NO29 9179 9468 872,Cancelled
496609464,478038281,1,credit_card,3,72.66,28-Dec-18,visa,6539-1465-5027-6280,vEo42ViONTE8,MK52 381R KBOZ A8YO B91,Void
476233557,964865798,1,boleto,1,50.1,04-Jan-19,americanexpress,6146-1029-5394-0730,rCb9drG4808,MD93 PBJK 1V3R 254Y UN03 0ZKD,Completed
287720930,121993613,1,boleto,1,85.79,05-Jan-19,visa-electron,5017-0844-9975-4250,0hL8c9,NO94 4699 2461 887,Completed
948128298,334452263,1,boleto,1,63.7,06-Jan-19,jcb,5798-4349-2336-7320,8oyyKRdUD,FR10 9196 6056 34ZA GBZM MOL5 Y44,Cancelled
803891935,938823895,1,credit_card,10,1586.47,06-Jan-19,jcb,4620-4010-5521-4580,KHcoJUwQUBK3,IS42 1118 5604 4980 7553 0985 44,Cancelled
879712118,566173624,1,credit_card,3,433.07,07-Jan-19,visa-electron,4673-9507-5199-8490,uw0DHxkuk0V2,GE18 FY84 9204 4582 6655 26,Void
422519516,648555617,1,credit_card,10,642.02,14-Jan-19,instapayment,4847-2487-6912-7800,7agwxN,IS87 4940 8394 2238 0124 9549 99,Cancelled
364130002,39916329,1,credit_card,4,263.95,14-Jan-19,jcb,6219-5296-8647-6020,KxJeDVICd6,CH70 7265 0ILD OQFK HQUU B,Void
373325364,466697867,1,boleto,1,134.99,15-Jan-19,diners-club-enroute,5540-9028-6307-4280,eetYCZCyI,FR88 6317 1054 173E DJYB HQ6H I04,Completed
925048699,256029696,1,credit_card,1,57.89,19-Jan-19,laser,4812-6692-0453-7900,Coi4E3VufiE,BE33 3098 3793 5818,Cancelled
324523644,553880095,1,credit_card,1,383.99,27-Jan-19,visa-electron,5894-7248-7416-5590,vhVtW7,AD79 2070 7830 B4HL 3C2G 6S8W,Void
508211088,609268920,1,boleto,1,159.31,27-Jan-19,visa,5983-0552-8602-3260,OYqUmZZobto,GT89 HJCC ZCOK CUYC NIXW GFWI SK8Y,Void
892169390,911411122,1,credit_card,1,756.91,27-Jan-19,jcb,5170-7894-8758-4090,fAIhpupi,SM37 Q053 0752 751F FJKX FJ9X DY5,Void
437639543,361728066,1,credit_card,7,156.22,31-Jan-19,jcb,5415-0116-6640-9870,bxWJSX,FR45 8491 8753 43V5 RAI3 MVJG 187,Void
368083933,241556989,1,credit_card,10,132.95,07-Feb-19,jcb,6352-7468-4828-8070,4xLpisN,LB06 3721 9KS5 SCG2 LXE5 EDEF 5MYI,Void
172482950,477075580,1,boleto,1,48.27,10-Feb-19,maestro,6784-5251-7896-7470,YCCvF4W8e,FR04 0642 4109 08IU 6K9D D2QK T24,Cancelled
941327576,616055538,1,credit_card,5,107.35,11-Feb-19,china-unionpay,5911-4796-1385-3160,Bkwpt2Ozjhd,MD32 G4IJ MDNE QESE PIWL TWW1,Cancelled
490873658,447132908,1,credit_card,10,110.2,11-Feb-19,jcb,4906-2828-8371-5320,tGilp2c,SA85 93VX DTCW KHP2 BC3N YEGA,Void
6520478,139381323,1,credit_card,8,368.92,12-Feb-19,mastercard,5164-5094-8417-8540,gNF6pTeewY,SE23 8949 8887 4642 3977 3506,Completed
104871813,558515971,1,boleto,1,106.85,14-Feb-19,jcb,6465-6739-4079-7700,YDrIem38etP,BH07 JIDD XA4W XAWD SRH7 ZO,Completed
957970902,899522095,1,credit_card,8,281.5,16-Feb-19,jcb,5889-2153-5381-6470,Qx8026XmvZ,KZ98 831K 9CW6 MIYQ T5LI,Void
782840395,329278414,1,credit_card,2,54.25,19-Feb-19,jcb,4774-2004-1208-5930,pbbIsw,FR67 8689 9328 42UN GFIL HYJB R89,Cancelled
200205795,961607945,1,credit_card,5,121.78,25-Feb-19,diners-club-enroute,5280-3616-5280-8650,qGEAh0E,BG39 GLBY 3631 20AI WSMH PQ,Cancelled
578806512,415523119,1,credit_card,2,102.26,26-Feb-19,visa-electron,5484-6683-3984-4210,EVatB36v,IE50 ZJTZ 0535 7997 4184 96,Void
303885920,19102984,1,boleto,1,90.62,27-Feb-19,americanexpress,6050-6921-0412-0710,Mg0XsT4hz,AL41 7543 4907 YJMK 3EKZ 3MHY LQCA,Void
160609858,425404049,1,boleto,1,75.69,01-Mar-19,bankcard,4771-2946-0862-8130,GBxIwlJUmL,MU61 JUQF 8620 7296 9513 6748 470L HH,Void
134912550,616306984,1,debit_card,1,42.86,07-Mar-19,jcb,6667-3010-8985-5990,ITbm2X6ZSRCD,SM28 K890 7100 605G QBQH IV41 S6G,Completed
224392542,691907633,1,credit_card,1,35.7,10-Mar-19,jcb,6541-9642-2857-6160,hQTDvAK9a,AL26 4721 4379 H85L 1IDT CKJZ FXWC,Void
558545002,934353130,1,credit_card,10,444.25,12-Mar-19,jcb,5065-6600-0732-1620,vEoiz6PoMWH,MR51 6742 6329 6792 6506 3234 236,Completed
539511440,772698738,1,credit_card,1,69.16,13-Mar-19,jcb,4692-0350-6440-2570,R3buohh2zokz,DE46 9685 5497 5042 0283 30,Cancelled
489201714,287707530,2,voucher,1,30,13-Mar-19,visa-electron,5691-0303-2859-4940,BbIltPpEc95,CY69 7941 0867 IMHI MMNC 4DOD TVCX,Void
66346534,836374323,1,credit_card,2,65.71,20-Mar-19,jcb,6013-3991-2965-8080,pHXUESQed,ME02 1745 7946 1070 3765 57,Void
63557258,401615572,1,credit_card,1,29.29,21-Mar-19,visa-electron,4939-0788-4509-3990,b8s73w,AL18 2926 4144 HS6A OP7R 48ZP NHOM,Cancelled
123039300,894377995,1,credit_card,1,37.74,26-Mar-19,mastercard,6000-2736-3829-1130,EydTTQ9zsL,DO80 ZYSC 6734 6075 3292 0134 3150,Void
87705004,563998927,2,voucher,1,30,31-Mar-19,jcb,4641-8307-4299-9120,jqpgwn,LU26 440P NQK6 LCFP WKOF,Completed
626580367,365075555,1,credit_card,2,145.9,04-Apr-19,diners-club-enroute,5524-2878-2376-4420,HGabczhWfLam,IT68 X643 0229 406Q I85Y NGPL YFN,Completed
914483117,737530314,1,credit_card,1,79.88,05-Apr-19,americanexpress,5869-9352-7302-4850,df7aHitnXG,CH14 4560 5BYB I8L5 S0IK Y,Cancelled
758647922,702015825,1,credit_card,5,108,07-Apr-19,laser,5687-0912-1688-6840,zYnQocNH,KW26 NMHW DMUP I5B7 LPNL PLAN LJ5K NW,Completed
458448175,819373240,1,credit_card,6,348.74,13-Apr-19,maestro,6709-9764-7053-3000,x9DYiOCq,BH11 FLWA M5FU KGTO 9YDK 9L,Cancelled
471245022,900087144,1,credit_card,6,88.78,17-Apr-19,mastercard,6337-7490-2586-1210,DqPf6NaH,MR29 6315 6217 2582 5372 5910 406,Completed
43395103,129244762,1,credit_card,4,953.71,17-Apr-19,jcb,4661-7883-8650-7650,HIxTyibmG,BH63 LTSZ LKGC XLXV WJBC AF,Cancelled
677702784,839123602,1,credit_card,6,125.77,23-Apr-19,switch,6192-5619-3441-9780,c2Mqeh0HOa,AT68 4396 7443 2662 4119,Cancelled
892603226,58356878,1,credit_card,3,64.05,27-Apr-19,jcb,5627-1092-6407-4600,4WVIpwSUg0F,AL74 0529 2549 HDPN MXKU 7TQZ BHYV,Cancelled
797892736,818234381,1,boleto,1,127.69,30-Apr-19,mastercard,5911-7949-2729-8170,jNZdwn,FR82 3300 3729 09FR B949 YTID J25,Cancelled
906163443,939825701,1,credit_card,1,62.42,01-May-19,visa,4930-1448-6444-5940,shQWua,DK95 4852 9874 1635 68,Completed
167828959,718163674,1,credit_card,5,55.69,02-May-19,maestro,6375-5853-4368-0610,IZ3k2J,IS50 1279 9073 1584 9242 0497 27,Void
979243711,996972354,1,credit_card,7,146.13,04-May-19,diners-club-carte-blanche,5689-4890-7847-1500,pgwDxuN1hLvC,ES80 3963 5832 2913 0608 7684,Cancelled
60578732,509483953,1,credit_card,5,349.99,06-May-19,mastercard,6330-3382-0484-2460,J5aywuEK,SI32 8755 0047 3427 626,Cancelled
183700822,785552512,1,credit_card,1,91.28,14-May-19,diners-club-carte-blanche,6706-9601-8696-4700,3qt0w8jRHoHw,NO25 9352 9403 998,Completed
784682129,776451149,1,boleto,1,108.64,15-May-19,jcb,6546-7507-6556-1240,r8vbyxrBshi,BR30 0967 6640 5639 4701 7663 667O P,Void
976265253,700375778,1,credit_card,2,158.98,17-May-19,jcb,6522-3976-5361-3430,Mb34GkIMdDk,FR33 9094 3245 88H0 E9IH 36ZH Q02,Completed
404355347,621779397,1,credit_card,1,20.75,20-May-19,mastercard,6561-6387-4465-2360,70kTMW,LV84 MEKT MV57 IHB1 F4OK B,Cancelled
373637628,58559239,1,boleto,1,72.9,22-May-19,solo,5524-8560-3991-4520,6nJqZ6qHb,FR80 0848 7068 53LD 1AS1 664Y L02,Cancelled
388427939,479456156,1,credit_card,3,543.83,24-May-19,mastercard,6099-9178-2138-6850,wl8GTsh,EE56 5685 4280 9765 3701,Completed
846334733,630817746,1,credit_card,2,67.12,25-May-19,jcb,5165-2105-1447-6040,ttdWUK1XNi,FR61 4698 0060 5958 JRHL G65T J27,Void
426159512,989633723,1,credit_card,6,139.07,26-May-19,jcb,5442-9039-3178-0000,7405955mr0,FR87 2129 4738 45DT 3PG0 X9NE W68,Completed
739531197,482262203,1,boleto,1,126.68,27-May-19,china-unionpay,5715-1283-2321-0100,562Ulpp,BA73 0042 3013 1298 2581,Completed
156054740,742360883,1,credit_card,1,41.42,28-May-19,jcb,4888-2656-7703-2870,1LOHUm7VyG3,CY43 0597 4979 X97L OGHS VP95 TDOT,Completed
777241993,573870887,1,boleto,1,203.16,28-May-19,jcb,5516-5183-2473-9030,1xY787,KW24 CXKV NIA4 DEYM NVZZ YVRQ K8YP 88,Completed
292028538,200036248,1,credit_card,8,540.02,28-May-19,laser,5664-3741-3572-5200,i01XpNo1OCit,BG95 EYZK 4062 40V3 ZJOK 6W,Completed
338750050,164792303,1,boleto,1,368.6,31-May-19,maestro,5155-4317-7370-2990,zMYNWW,GB38 VRRZ 0129 1982 7904 48,Void
982542497,623725937,1,credit_card,4,107.78,31-May-19,jcb,6707-4693-0464-9850,kB3c7ZDVQyc,TR05 4274 5ZZK UBUL CEQ8 WZMF KL,Completed
184231210,862535662,1,credit_card,10,387.27,01-Jun-19,jcb,5768-7023-0357-5570,6T5E6w,NL40 SKXY 7085 7839 09,Void
378535302,835534947,1,credit_card,10,107.23,03-Jun-19,diners-club-enroute,5463-9116-2343-9330,lSEwfjwL,ME80 8041 3068 3145 2352 29,Cancelled
659397872,421399294,1,credit_card,2,101.25,06-Jun-19,mastercard,5266-0700-4550-9400,6GaFDKVS,VG50 OKWB 4155 7822 9012 8236,Cancelled
945111113,109934738,1,credit_card,1,26.09,07-Jun-19,visa-electron,4803-2822-3323-3260,fVx2nafbEvA,FR16 4415 7758 356I U3KW 1MBI J54,Completed
990926212,724738989,1,boleto,1,244.35,10-Jun-19,jcb,4938-0437-4797-1730,ycqqQp7h,DO84 XKAT 9402 3677 0913 0862 0470,Cancelled
149585683,727603737,1,credit_card,10,117.85,11-Jun-19,jcb,6297-3112-5883-7040,eM0jUC,PK39 LMXB OOTZ NHQA 5U1Y FJSH,Completed
846015092,268301729,1,credit_card,3,171.32,14-Jun-19,visa,5971-0292-2524-6720,s3sYH44vb,IL05 8720 2908 4325 7509 797,Void
741607157,529556792,1,credit_card,10,202.44,22-Jun-19,jcb,6175-9189-7164-6140,aR5kSHxqGx,NL38 NARV 0694 9710 78,Completed
84237210,627149720,1,boleto,1,73.03,22-Jun-19,diners-club-us-ca,5525-3550-1623-6950,eSrmh0goSC,FR20 8586 5555 80RC R0YI WIRH F30,Cancelled
380815907,439862466,1,credit_card,4,264.67,28-Jun-19,visa,5453-2998-8240-4440,YtaQfuiToWH9,AD66 7938 9627 XSAE 0KJQ BUWF,Void
486777202,749943958,1,credit_card,1,68.7,28-Jun-19,visa,5131-8603-4569-1860,9dV4DOgH6rkF,SM52 X094 1900 008T UBCZ OITH 4CL,Void
403162119,460947811,1,boleto,1,55.13,30-Jun-19,switch,6205-6499-9168-6590,mmQfMVZOEG2x,LI46 2361 8KKG 2F2W MUON 7,Cancelled
393993983,185340430,1,credit_card,2,92.99,01-Jul-19,jcb,6437-6826-4422-0790,YyEsnnikgb2,FR02 4568 4871 85OC P8XX RDGW J80,Void
761216380,49013090,1,credit_card,3,36,04-Jul-19,laser,6413-1138-8245-4650,csL84SRb,IT36 M797 2621 989G TMNS RCGW MZI,Cancelled
193008428,501916644,1,credit_card,1,17.87,13-Jul-19,mastercard,5138-1819-5814-0030,Jl1Iby,CR09 3278 7244 7078 8586 3,Void
934374777,197317467,1,credit_card,1,58.38,14-Jul-19,jcb,6379-1018-6732-2920,eSgZRko,GL75 8806 6124 1724 51,Cancelled
989359555,875973539,2,voucher,1,50,14-Jul-19,diners-club-carte-blanche,6579-1962-1021-9780,0JD30hPaNdo,FR75 8525 0727 75UY PAXD 413P Z83,Cancelled
371603308,24805511,1,credit_card,10,1995.69,16-Jul-19,jcb,5954-9763-5529-5710,9K3V5U,FI34 6696 3368 2924 36,Completed
895129877,551981161,1,credit_card,3,130.14,18-Jul-19,jcb,6713-7795-1265-8240,nheEz0YWG04j,FR75 1434 5526 269Q QVJS MHIL T17,Cancelled
370396364,491430163,1,boleto,1,710.23,19-Jul-19,visa-electron,6081-1823-1366-8380,Fi3AzP3a,AL60 5984 9036 CYCO EXZK BDE7 9YPV,Cancelled
793211093,996641828,1,credit_card,1,68,21-Jul-19,laser,4685-2689-4693-7290,TR7rof,FI51 0021 9745 9510 38,Void
884840710,751592002,1,credit_card,5,59.51,22-Jul-19,mastercard,6567-7179-2082-2120,HRM2AnJZy0,AT93 9286 7572 1017 6801,Void
708477966,960323442,1,credit_card,5,371.94,23-Jul-19,china-unionpay,5303-9490-4034-1350,nrg8kKsNyumi,RO26 XBJS 1QOF UK4Q FVDU PHUG,Void
307963886,163498662,1,credit_card,10,667.99,24-Jul-19,jcb,5869-0250-9595-3370,e30eks7Q,MR93 8307 4948 7446 6328 2667 790,Void
180427132,652124420,1,credit_card,1,63.89,25-Jul-19,visa-electron,6198-8711-0157-3340,5bKpX99I,IT27 J822 2888 624M RVO3 GWMQ ZM5,Cancelled
553562662,130259310,1,credit_card,4,49.34,28-Jul-19,bankcard,6585-7388-9657-2260,XoIXBzN8aq,DE95 0825 8083 1168 1882 77,Completed
840472592,3267867,1,boleto,1,147,28-Jul-19,jcb,5475-3278-0233-2760,8UuE2Ce63P6E,FR32 6293 8794 12CI 3UV1 PZYX O02,Completed
193907477,605112178,1,credit_card,1,354.64,03-Aug-19,diners-club-carte-blanche,6524-7669-4092-1480,gWAyJoYz,DE58 9058 4107 8301 0464 09,Completed
282319983,545917502,1,credit_card,4,59.71,05-Aug-19,visa-electron,6760-8562-9709-7670,FdsHjHOi3R,FR38 0189 2233 97CM MGCF FG3X R16,Cancelled
935788467,83819813,1,credit_card,8,408.66,18-Aug-19,diners-club-us-ca,5113-1772-9171-7510,DobPlzl3,FR56 7064 1148 62YH 70KY PFRD Z06,Completed
976823224,579693890,1,credit_card,5,51.66,22-Aug-19,jcb,4620-3568-7153-6540,e3N6uRGg6,KW88 VPFJ XY1V KRTA AXHL IEEV SYRA AC,Void
770258805,886362097,1,credit_card,2,386.46,22-Aug-19,jcb,6356-2590-7476-1570,8kO0yblkZSW,FO20 1307 8986 8124 30,Completed
860583211,61491223,1,credit_card,2,69.54,23-Aug-19,switch,5611-7707-7273-1160,0POkiU49,BH46 ECVZ YBYC GBYZ FQBI GC,Void
606195247,970380896,1,credit_card,1,21.94,24-Aug-19,mastercard,5894-6428-2929-3470,G81CxH,FR83 0147 5018 71OT KUW5 P03X O40,Void
866571764,125708708,1,credit_card,1,52.34,30-Aug-19,jcb,5539-6899-9038-8840,OkrRChi4Fbl,LI65 8202 3XPZ YNIN 6I9S A,Completed
741916799,667710910,1,credit_card,1,114.25,01-Sep-19,maestro,4699-9355-0938-4110,r3raFNp,AL96 5108 2893 C7ZX ZS8R N8YV 7MUF,Void
127316702,540379656,1,credit_card,2,162.83,03-Sep-19,maestro,5694-5391-1878-4860,UXJrlX0iMAx,GE27 GQ86 4573 7932 4037 55,Completed
11183297,615132496,1,credit_card,1,172.92,05-Sep-19,jcb,4914-3170-7156-5640,K05BgVNcB9Bd,AZ62 LVIE CYY8 RWLJ N8EN OJYF YEWT,Cancelled
931388623,370767941,1,credit_card,7,81.72,06-Sep-19,visa-electron,5934-6727-6800-8750,RVtSg6f,BG72 YYMU 5178 92MW T05P FW,Void
586527501,419328742,1,credit_card,2,151.79,07-Sep-19,jcb,5940-4241-3530-4370,TPZsme0gaU,IL09 2640 6402 6966 2571 579,Void
544776156,418438704,1,credit_card,4,243.62,07-Sep-19,maestro,6343-1260-0021-2790,fOi6KB0a,HR21 0946 1722 3855 7917 0,Completed
301012479,133266456,1,boleto,1,56.42,08-Sep-19,jcb,6554-3726-5320-7510,5Zmy57cEti2,AT80 8135 4944 9661 3620,Cancelled
6383117,65799430,1,credit_card,4,45.13,08-Sep-19,americanexpress,5388-5941-6771-7380,S3b49w7Z87,TR03 1275 5FO5 6AIH FCK3 8VJC PV,Void
813506938,347817470,1,boleto,1,108.64,09-Sep-19,jcb,5666-6505-1472-8940,Kc0kW9fl,KZ28 505R DUDN JBEV 5EI0,Cancelled
550617316,852201331,1,credit_card,4,64.51,10-Sep-19,jcb,4778-9166-7808-4280,UmaAuMSH,KW21 IIQV V8Q5 YE5X LPP6 8Y2Z G7ZF 0C,Completed
252245337,356662656,1,credit_card,8,193.5,13-Sep-19,switch,4643-9860-0663-8770,q0GjftND,GE19 NF96 2439 7932 7411 82,Void
947708819,195302695,1,boleto,1,110.63,14-Sep-19,switch,6317-8991-1726-4940,eoR5RsUupT,TR76 4500 8U5M RFLV JUMF QKQN 9Y,Completed
544377109,960033131,1,credit_card,5,200.55,14-Sep-19,americanexpress,6372-7800-8816-2620,yXoXm0t3QNF,LU07 182F AQAR OWXD IVF3,Completed
17478327,11718300,1,credit_card,1,41.71,16-Sep-19,visa-electron,6241-3976-9784-1320,wczEBhQ5L,HR73 9458 6119 7212 8141 1,Cancelled
210078518,873568828,1,credit_card,1,54.43,18-Sep-19,switch,5573-0480-9802-3760,P8VTuSd9CsrB,CH08 8889 55VT 7OUH GSMO B,Void
930110000,571613940,1,credit_card,3,77.64,19-Sep-19,diners-club-enroute,6588-3522-5192-0780,G23Hozgm,FR98 7405 3429 23ZO CG2E RE0D J03,Completed
607972080,421661457,1,boleto,1,280.08,20-Sep-19,mastercard,5731-4410-7198-6260,EoXsfSYncTGk,GB75 XRQJ 3196 5387 4384 27,Void
612925488,44369744,1,credit_card,5,101.34,20-Sep-19,visa-electron,5638-1697-0832-5520,5ORK7qbUjTI,IT69 S249 5156 574C SW0N P7JK Q4M,Completed
782499527,675050386,1,credit_card,1,77.57,22-Sep-19,diners-club-carte-blanche,6587-5712-5951-3920,dwW5twfCr5x,ES67 8243 0858 2574 2670 7434,Cancelled
740901425,807694212,1,credit_card,4,60.2,22-Sep-19,maestro,6075-0012-8282-0380,GJKrbp,BR45 9894 6388 2175 0511 8963 786U B,Cancelled
757733026,175081409,1,boleto,1,48.1,25-Sep-19,switch,5717-0078-4678-7110,K8CJEp,ME15 4335 9147 0688 8369 26,Completed
6310216,528880899,1,boleto,1,76.02,26-Sep-19,diners-club-enroute,6772-3994-9490-8420,lu4WEPkT,FR43 5433 9855 62TF 0S8P LTDC O20,Cancelled
342394168,532101799,1,credit_card,2,84.56,29-Sep-19,jcb,5569-1478-0392-3310,Nv4noz8apTqy,AT90 7326 2802 7862 7476,Cancelled
752516162,12686709,2,voucher,1,20,30-Sep-19,jcb,5124-4154-8492-5530,QOEbhH0F,BA31 2365 5775 3237 1810,Void
572797925,189738513,1,credit_card,4,48.16,30-Sep-19,jcb,4775-0771-7078-3210,lAhVO5,RO44 VNAK XDCV LSNB VTRK OFCB,Completed
876942374,329386706,1,debit_card,1,265.41,02-Oct-19,bankcard,5887-6688-2775-9080,9ArWeqOSMEv,CR38 2402 8125 1333 2608 1,Completed
700465865,229539892,1,credit_card,5,127.53,03-Oct-19,solo,5942-6772-8527-0560,MtGVZIklv,FO09 5177 9239 1034 25,Completed
888935047,281129484,1,credit_card,2,128.73,06-Oct-19,mastercard,5523-1945-8251-0110,yghPzbWPallc,KZ16 630W KMJD UMGQ MRGE,Void
915420243,150768114,1,credit_card,3,37.37,06-Oct-19,jcb,5147-8384-1072-4580,Uc6whneHWn,FR39 9197 9592 95KS NHKN RW8A C96,Completed
748091332,113033066,1,credit_card,5,150.15,06-Oct-19,diners-club-international,5353-2543-1643-9980,2enYBUyN,FR06 5766 6591 79OR GHQO SI4O I19,Completed
117501017,222455333,1,credit_card,2,36.16,08-Oct-19,bankcard,6185-1364-2313-8090,pEAj3cQg,LB51 9650 TUVF VFSN HHTP PGFT UORG,Completed
921975431,343985015,1,credit_card,4,198,09-Oct-19,visa,6250-4592-9739-7340,HGoyPYrQzHf,CR13 5693 4952 6476 9602 3,Cancelled
201662710,29702713,1,credit_card,5,112.4,12-Oct-19,solo,5072-7856-3557-1820,gpx2J89,SI39 8362 7139 1355 933,Void
10444968,339175266,1,credit_card,1,35.4,13-Oct-19,visa-electron,4707-1938-1893-8020,oPdzGZoYLB1,AZ46 ABTP 2Z4K 2LNC 31F9 9HJR C4YL,Completed
604629733,384244254,1,credit_card,6,189.98,15-Oct-19,switch,6319-5490-7395-2820,pLCQXVk,GE08 EF49 3026 5909 4307 39,Cancelled
238762335,737583211,1,credit_card,2,228.6,16-Oct-19,jcb,6069-9584-8730-0900,XQEJCo4hMj1N,MR49 3688 8854 7796 3952 8258 500,Completed
687085588,887969675,1,credit_card,8,314.21,20-Oct-19,laser,6628-6230-8515-6280,y3BDnIFppTYD,TN18 7744 4586 7096 5460 3084,Void
140000010,619828867,1,credit_card,1,22.29,21-Oct-19,jcb,6241-0118-0884-5620,5vNTKQQSZHg,FR10 5988 0188 38T3 FWNB TYIA D62,Cancelled
248335902,916293293,1,credit_card,8,257.3,26-Oct-19,diners-club-us-ca,5340-4573-0746-2700,tJciNC20f26,BE69 1227 1267 6698,Cancelled
833861926,400028492,1,credit_card,6,162.99,28-Oct-19,jcb,5227-4441-4880-6980,PqI3eTcAIYqY,FR88 4650 3142 18RX 25FB EUHZ E51,Cancelled
63340111,392544322,1,boleto,1,51.03,31-Oct-19,jcb,6562-0002-4311-7390,SBluhjCe,MT05 EMBR 9609 0SGG GFRZ EA0Y IH3H BFM,Cancelled
608576725,703520462,1,credit_card,12,190.09,05-Nov-19,jcb,6443-6307-4135-1350,FdGo4rnrc,TR57 3963 0NQM LFZ3 YLAP F77N TZ,Completed
659544674,842673361,1,credit_card,7,374.24,05-Nov-19,americanexpress,6021-2593-9186-4720,F3LdfEnqvq,FI22 8455 5669 9523 44,Cancelled
555146510,96932764,1,credit_card,5,53.15,06-Nov-19,jcb,4652-7504-2511-5120,bsy0XFre9,ME83 4848 8641 8317 3824 96,Void
286023075,722882177,1,credit_card,2,88.2,09-Nov-19,jcb,6318-8749-3547-3370,FxbAjV,LB32 1767 3EXC EZTU XNDQ NFLV 4VQ4,Cancelled
890052005,377392158,2,voucher,1,25.9,11-Nov-19,jcb,6474-3834-6136-2380,KCpIhgOJJmgF,RO52 IKHC RQSC FVTI PNSS BXYT,Completed
179243574,151207327,1,credit_card,1,46.81,12-Nov-19,jcb,6290-4144-2771-8060,WJMDU5v,BE41 6692 2578 0102,Completed
317376737,301877230,1,boleto,1,131.47,12-Nov-19,jcb,6193-6386-2304-4710,XTb2i3jR,BH03 IRHO AAWP ZLQY UKFT Q3,Completed
784349816,361562907,1,credit_card,3,258.71,12-Nov-19,jcb,6468-0438-4318-8790,3bngaxuD,GB68 LQDH 8777 3385 8109 69,Cancelled
503024208,253896679,1,credit_card,1,84.23,13-Nov-19,jcb,5510-4296-6056-5580,tMRCszSCvD02,FR95 8526 2386 10HX IWUN QJW8 X22,Cancelled
254290971,861277414,1,credit_card,10,156.73,17-Nov-19,jcb,6545-4001-8131-1860,YoTzQi,MK29 8489 3GAX MF76 T35,Void
307419300,959584967,1,boleto,1,69.9,17-Nov-19,jcb,5930-2482-1893-6390,ncThyw9tyfc,HR63 6314 6617 1120 8197 9,Void
53005429,829289164,1,boleto,1,48.13,17-Nov-19,jcb,4814-7101-3394-0510,QHDOMKA6r,FR37 9736 9939 195T MVHT XMGO A77,Cancelled
912492405,165443368,1,credit_card,6,187.15,18-Nov-19,jcb,6052-9060-6108-4480,FR5JOi,VG31 PFNR 5517 0142 9830 3415,Cancelled
112572582,270073030,1,credit_card,3,69.99,18-Nov-19,jcb,6360-4434-9052-2630,rqbgFe5,AE30 8998 3040 4611 8789 883,Completed
